feature_idx,variance,n_unique,pct_nan,pct_zero
113,0.001007136169078618,2,0.0,0.9989918474593762
304,0.0009992139029332717,2,0.0,0.9989997856683575
297,0.000959600681751685,2,0.0,0.999039476713264
364,0.000951677659424396,2,0.0,0.9990474149222452
148,0.0009358312366788477,2,0.0,0.9990632913402078
3408,0.0009279078362605889,2,0.0,0.9990712295491891
370,0.0009120606573330991,2,0.0,0.9990871059671517
456,0.0009041368788238679,2,0.0,0.9990950441761329
454,0.0008882889437144367,2,0.0,0.9991109205940956
371,0.0008882889437144366,2,0.0,0.9991109205940956
451,0.0008803647871142347,2,0.0,0.9991188588030768
379,0.0008645160958228613,2,0.0,0.9991347352210395
122,0.0008486669004101929,2,0.0,0.999150611639002
392,0.0008407421136583727,2,0.0,0.9991585498479832
391,0.0008407421136583725,2,0.0,0.9991585498479832
375,0.0008328172008762294,2,0.0,0.9991664880569646
376,0.0008328172008762294,2,0.0,0.9991664880569646
109,0.0008169669972209718,2,0.0,0.9991823644749271
459,0.0008169669972209718,2,0.0,0.9991823644749271
377,0.0008169669972209718,2,0.0,0.9991823644749271
458,0.0007931907465106581,2,0.0,0.999206179101871
305,0.0007773392825521636,2,0.0,0.9992220555198336
455,0.0007773392825521636,2,0.0,0.9992220555198336
378,0.0007773392825521635,2,0.0,0.9992220555198336
386,0.0007694133615274312,2,0.0,0.9992299937288149
388,0.000745634842271291,2,0.0,0.9992538083557587
460,0.000745634842271291,2,0.0,0.9992538083557587
382,0.0007377084171252633,2,0.0,0.9992617465647401
380,0.0007218551887422381,2,0.0,0.9992776229827026
303,0.0007139283855052395,2,0.0,0.9992855611916839
88,0.0006822199122540099,2,0.0,0.999317314027609
457,0.0006663649194464528,2,0.0,0.9993331904455717
143,0.0006663649194464528,2,0.0,0.9993331904455717
464,0.0006663649194464528,2,0.0,0.9993331904455717
389,0.0006584372339971892,2,0.0,0.9993411286545529
384,0.0006505094225176015,2,0.0,0.9993490668635342
466,0.0006425814850076905,2,0.0,0.9993570050725156
385,0.0006346534214674556,2,0.0,0.9993649432814968
461,0.0006346534214674556,2,0.0,0.9993649432814968
87,0.0006187969162960143,2,0.0,0.9993808196994594
82,0.0006187969162960143,2,0.0,0.9993808196994594
381,0.0006187969162960143,2,0.0,0.9993808196994594
126,0.0006029399070032788,2,0.0,0.999396696117422
387,0.0005870823935892489,2,0.0,0.9994125725353845
37,0.0005791534478367482,2,0.0,0.9994205107443659
178,0.0005712243760539241,2,0.0,0.9994284489533471
301,0.0005712243760539241,2,0.0,0.9994284489533471
462,0.0005712243760539241,2,0.0,0.9994284489533471
84,0.0005474364045235097,2,0.0,0.999452263580291
278,0.0005474364045235096,2,0.0,0.999452263580291
300,0.000539506828619391,2,0.0,0.9994602017892723
286,0.0005315771266849484,2,0.0,0.9994681399982536
383,0.0005315771266849484,2,0.0,0.9994681399982536
155,0.0005157173447250921,2,0.0,0.9994840164162162
89,0.0005157173447250921,2,0.0,0.9994840164162162
185,0.00048399626844149656,2,0.0,0.9995157692521414
265,0.00048399626844149656,2,0.0,0.9995157692521414
299,0.00048399626844149656,2,0.0,0.9995157692521414
487,0.0004760656842947881,2,0.0,0.9995237074611226
145,0.0004760656842947881,2,0.0,0.9995237074611226
302,0.0004681349741177564,2,0.0,0.9995316456701039
273,0.0004681349741177564,2,0.0,0.9995316456701039
240,0.0004602041379104009,2,0.0,0.9995395838790851
274,0.00046020413791040085,2,0.0,0.9995395838790851
298,0.0004522731756727221,2,0.0,0.9995475220880665
146,0.0004522731756727221,2,0.0,0.9995475220880665
830,0.0004522731756727221,2,0.0,0.9995475220880665
281,0.00044434208740471896,2,0.0,0.9995554602970478
275,0.00044434208740471896,2,0.0,0.9995554602970478
258,0.00044434208740471896,2,0.0,0.9995554602970478
472,0.00043641087310639255,2,0.0,0.999563398506029
463,0.00043641087310639255,2,0.0,0.999563398506029
151,0.00043641087310639255,2,0.0,0.999563398506029
277,0.00043641087310639255,2,0.0,0.999563398506029
285,0.0004284795327777425,2,0.0,0.9995713367150103
276,0.0004284795327777424,2,0.0,0.9995713367150103
465,0.0004284795327777424,2,0.0,0.9995713367150103
279,0.0004205480664187687,2,0.0,0.9995792749239917
209,0.0004126164740294713,2,0.0,0.9995872131329729
467,0.0004046847556098504,2,0.0,0.9995951513419542
469,0.00040468475560985034,2,0.0,0.9995951513419542
214,0.00039675291115990555,2,0.0,0.9996030895509355
205,0.00039675291115990555,2,0.0,0.9996030895509355
272,0.0003967529111599055,2,0.0,0.9996030895509355
2847,0.0003967529111599055,2,0.0,0.9996030895509355
282,0.0003967529111599055,2,0.0,0.9996030895509355
271,0.00038882094067963717,2,0.0,0.9996110277599168
114,0.00038882094067963717,2,0.0,0.9996110277599168
262,0.00038882094067963706,2,0.0,0.9996110277599168
292,0.0003808888441690449,2,0.0,0.9996189659688981
129,0.0003729566216281292,2,0.0,0.9996269041778794
293,0.0003729566216281292,2,0.0,0.9996269041778794
106,0.0003650242730568898,2,0.0,0.9996348423868606
152,0.00035709179845532673,2,0.0,0.999642780595842
488,0.00035709179845532673,2,0.0,0.999642780595842
294,0.00035709179845532673,2,0.0,0.999642780595842
1453,0.00034915919782344023,2,0.0,0.9996507188048233
468,0.00034915919782344023,2,0.0,0.9996507188048233
288,0.0003491591978234402,2,0.0,0.9996507188048233
474,0.00034122647116122964,2,0.0,0.9996586570138045
3370,0.0003412264711612296,2,0.0,0.9996586570138045
3287,0.0003412264711612296,2,0.0,0.9996586570138045
2933,0.0003412264711612296,2,0.0,0.9996586570138045
473,0.0003332936184686956,2,0.0,0.9996665952227858
2729,0.00033329361846869555,2,0.0,0.9996665952227858
227,0.00033329361846869555,2,0.0,0.9996665952227858
698,0.0003253606397458379,2,0.0,0.9996745334317672
134,0.00032536063974583786,2,0.0,0.9996745334317672
1055,0.00032536063974583786,2,0.0,0.9996745334317672
944,0.00032536063974583786,2,0.0,0.9996745334317672
470,0.00032536063974583786,2,0.0,0.9996745334317672
290,0.0003174275349926567,2,0.0,0.9996824716407484
291,0.0003174275349926567,2,0.0,0.9996824716407484
599,0.00030949430420915174,2,0.0,0.9996904098497297
2776,0.00030949430420915174,2,0.0,0.9996904098497297
727,0.00030949430420915174,2,0.0,0.9996904098497297
3237,0.00030949430420915174,2,0.0,0.9996904098497297
482,0.00030949430420915174,2,0.0,0.9996904098497297
270,0.00030949430420915174,2,0.0,0.9996904098497297
2971,0.00030949430420915174,2,0.0,0.9996904098497297
289,0.0003015609473953228,2,0.0,0.9996983480587109
280,0.0003015609473953228,2,0.0,0.9996983480587109
283,0.0003015609473953228,2,0.0,0.9996983480587109
266,0.0003015609473953228,2,0.0,0.9996983480587109
284,0.0003015609473953228,2,0.0,0.9996983480587109
263,0.0003015609473953228,2,0.0,0.9996983480587109
839,0.0003015609473953228,2,0.0,0.9996983480587109
471,0.0003015609473953228,2,0.0,0.9996983480587109
140,0.00029362746455117056,2,0.0,0.9997062862676923
974,0.00029362746455117056,2,0.0,0.9997062862676923
477,0.00029362746455117056,2,0.0,0.9997062862676923
269,0.00029362746455117056,2,0.0,0.9997062862676923
478,0.00029362746455117045,2,0.0,0.9997062862676923
257,0.00028569385567669465,2,0.0,0.9997142244766736
1559,0.0002856938556766946,2,0.0,0.9997142244766736
132,0.0002856938556766946,2,0.0,0.9997142244766736
135,0.0002777601207718948,2,0.0,0.9997221626856548
942,0.0002777601207718948,2,0.0,0.9997221626856548
475,0.0002777601207718948,2,0.0,0.9997221626856548
1289,0.00027776012077189476,2,0.0,0.9997221626856548
3011,0.00027776012077189476,2,0.0,0.9997221626856548
287,0.00027776012077189476,2,0.0,0.9997221626856548
218,0.0002698262598367716,2,0.0,0.9997301008946361
3159,0.00026982625983677154,2,0.0,0.9997301008946361
1892,0.00026982625983677154,2,0.0,0.9997301008946361
267,0.00026982625983677154,2,0.0,0.9997301008946361
922,0.00026189227287132455,2,0.0,0.9997380391036175
858,0.0002618922728713245,2,0.0,0.9997380391036175
3005,0.00025395815987555413,2,0.0,0.9997459773125987
2788,0.0002539581598755541,2,0.0,0.9997459773125987
239,0.0002539581598755541,2,0.0,0.9997459773125987
1304,0.0002539581598755541,2,0.0,0.9997459773125987
2941,0.0002460239208494596,2,0.0,0.99975391552158
1100,0.0002460239208494596,2,0.0,0.99975391552158
2989,0.0002460239208494596,2,0.0,0.99975391552158
1429,0.00024602392084945956,2,0.0,0.99975391552158
3434,0.00023808955579304172,2,0.0,0.9997618537305613
1644,0.00023808955579304172,2,0.0,0.9997618537305613
1432,0.0002380895557930417,2,0.0,0.9997618537305613
3146,0.0002380895557930417,2,0.0,0.9997618537305613
1779,0.0002380895557930417,2,0.0,0.9997618537305613
483,0.0002380895557930417,2,0.0,0.9997618537305613
202,0.00023808955579304167,2,0.0,0.9997618537305613
268,0.00023808955579304167,2,0.0,0.9997618537305613
2912,0.00023808955579304167,2,0.0,0.9997618537305613
2864,0.00023808955579304167,2,0.0,0.9997618537305613
177,0.00023808955579304167,2,0.0,0.9997618537305613
3192,0.00023015506470630009,2,0.0,0.9997697919395426
2859,0.00023015506470630006,2,0.0,0.9997697919395426
2906,0.00022222044758923474,2,0.0,0.9997777301485239
1932,0.00022222044758923474,2,0.0,0.9997777301485239
120,0.00022222044758923474,2,0.0,0.9997777301485239
1243,0.00022222044758923474,2,0.0,0.9997777301485239
2945,0.00022222044758923474,2,0.0,0.9997777301485239
188,0.00021428570444184588,2,0.0,0.9997856683575052
1120,0.00021428570444184588,2,0.0,0.9997856683575052
2966,0.00021428570444184588,2,0.0,0.9997856683575052
255,0.00021428570444184585,2,0.0,0.9997856683575052
486,0.00020635083526413312,2,0.0,0.9997936065664864
1466,0.00020635083526413312,2,0.0,0.9997936065664864
969,0.00020635083526413312,2,0.0,0.9997936065664864
3355,0.00020635083526413312,2,0.0,0.9997936065664864
2895,0.00020635083526413312,2,0.0,0.9997936065664864
2949,0.00020635083526413312,2,0.0,0.9997936065664864
1050,0.00019841584005609686,2,0.0,0.9998015447754678
2832,0.00019841584005609686,2,0.0,0.9998015447754678
2069,0.00019841584005609686,2,0.0,0.9998015447754678
3004,0.00019841584005609686,2,0.0,0.9998015447754678
2955,0.00019841584005609686,2,0.0,0.9998015447754678
2889,0.00019841584005609686,2,0.0,0.9998015447754678
3051,0.00019841584005609686,2,0.0,0.9998015447754678
490,0.00019048071881773692,2,0.0,0.999809482984449
256,0.00019048071881773692,2,0.0,0.999809482984449
2787,0.00019048071881773692,2,0.0,0.999809482984449
128,0.00019048071881773692,2,0.0,0.999809482984449
225,0.0001904807188177369,2,0.0,0.999809482984449
3301,0.00018254547154905338,2,0.0,0.9998174211934303
1836,0.00018254547154905338,2,0.0,0.9998174211934303
216,0.00018254547154905338,2,0.0,0.9998174211934303
3234,0.00018254547154905338,2,0.0,0.9998174211934303
217,0.00018254547154905335,2,0.0,0.9998174211934303
3008,0.00018254547154905335,2,0.0,0.9998174211934303
1770,0.00018254547154905335,2,0.0,0.9998174211934303
481,0.000174610098250046,2,0.0,0.9998253594024116
2978,0.000174610098250046,2,0.0,0.9998253594024116
3248,0.000174610098250046,2,0.0,0.9998253594024116
2940,0.000174610098250046,2,0.0,0.9998253594024116
491,0.000174610098250046,2,0.0,0.9998253594024116
3154,0.000174610098250046,2,0.0,0.9998253594024116
2942,0.00017461009825004597,2,0.0,0.9998253594024116
241,0.00017461009825004597,2,0.0,0.9998253594024116
489,0.00017461009825004597,2,0.0,0.9998253594024116
3436,0.00016667459892071512,2,0.0,0.999833297611393
2890,0.00016667459892071512,2,0.0,0.999833297611393
224,0.00016667459892071512,2,0.0,0.999833297611393
2763,0.00016667459892071512,2,0.0,0.999833297611393
2970,0.00016667459892071512,2,0.0,0.999833297611393
2950,0.00016667459892071512,2,0.0,0.999833297611393
3201,0.00016667459892071512,2,0.0,0.999833297611393
136,0.00016667459892071512,2,0.0,0.999833297611393
3275,0.00016667459892071512,2,0.0,0.999833297611393
138,0.00015873897356106053,2,0.0,0.9998412358203742
166,0.00015873897356106053,2,0.0,0.9998412358203742
2161,0.00015873897356106053,2,0.0,0.9998412358203742
2943,0.0001587389735610605,2,0.0,0.9998412358203742
2861,0.0001587389735610605,2,0.0,0.9998412358203742
479,0.0001587389735610605,2,0.0,0.9998412358203742
492,0.0001587389735610605,2,0.0,0.9998412358203742
206,0.0001587389735610605,2,0.0,0.9998412358203742
2553,0.0001587389735610605,2,0.0,0.9998412358203742
2976,0.0001587389735610605,2,0.0,0.9998412358203742
476,0.00015080322217108237,2,0.0,0.9998491740293555
3007,0.00015080322217108237,2,0.0,0.9998491740293555
480,0.00015080322217108237,2,0.0,0.9998491740293555
493,0.00015080322217108234,2,0.0,0.9998491740293555
3236,0.00015080322217108234,2,0.0,0.9998491740293555
243,0.00015080322217108234,2,0.0,0.9998491740293555
254,0.00015080322217108234,2,0.0,0.9998491740293555
2938,0.00015080322217108234,2,0.0,0.9998491740293555
2549,0.00014286734475078033,2,0.0,0.9998571122383367
154,0.00014286734475078033,2,0.0,0.9998571122383367
3347,0.00014286734475078033,2,0.0,0.9998571122383367
1067,0.00014286734475078033,2,0.0,0.9998571122383367
3224,0.00014286734475078033,2,0.0,0.9998571122383367
2762,0.00014286734475078033,2,0.0,0.9998571122383367
2990,0.00014286734475078033,2,0.0,0.9998571122383367
484,0.00014286734475078033,2,0.0,0.9998571122383367
180,0.00013493134130015483,2,0.0,0.9998650504473181
485,0.0001349313413001548,2,0.0,0.9998650504473181
200,0.0001349313413001548,2,0.0,0.9998650504473181
242,0.0001349313413001548,2,0.0,0.9998650504473181
3221,0.00012699521181920562,2,0.0,0.9998729886562994
1296,0.0001269952118192056,2,0.0,0.9998729886562994
2993,0.0001269952118192056,2,0.0,0.9998729886562994
201,0.00012699521181920557,2,0.0,0.9998729886562994
3151,0.00012699521181920557,2,0.0,0.9998729886562994
496,0.00011905895630793276,2,0.0,0.9998809268652806
203,0.00011905895630793276,2,0.0,0.9998809268652806
1284,0.00011905895630793274,2,0.0,0.9998809268652806
938,0.00011905895630793274,2,0.0,0.9998809268652806
603,0.00011905895630793274,2,0.0,0.9998809268652806
856,0.00011905895630793274,2,0.0,0.9998809268652806
213,0.00011905895630793274,2,0.0,0.9998809268652806
264,0.00011905895630793273,2,0.0,0.9998809268652806
2947,0.00011905895630793273,2,0.0,0.9998809268652806
226,0.00011112257476633615,2,0.0,0.9998888650742619
795,0.00011112257476633615,2,0.0,0.9998888650742619
